Year,Sport,Event,Bronze,Silver,Gold
2012,Swimming,Swimming Women's 50 metres Freestyle,Netherlands,Belarus,Netherlands
2012,Swimming,Swimming Women's 800 metres Freestyle,UK,Spain,USA
2012,Synchronized Swimming,Synchronized Swimming Women's Duet,China,Spain,Russia
2012,Synchronized Swimming,Synchronized Swimming Women's Team,Spain,China,Russia
2012,Table Tennis,Table Tennis Men's Singles,Germany,China,China
2012,Table Tennis,Table Tennis Men's Team,Germany,South Korea,China
2012,Table Tennis,Table Tennis Women's Singles,Data Missing,China,China
2012,Table Tennis,Table Tennis Women's Team,Data Missing,Japan,China
2012,Taekwondo,Taekwondo Men's Featherweight,Afghanistan,Iran,Turkey
2012,Taekwondo,Taekwondo Men's Flyweight,Colombia,South Korea,Spain
2012,Taekwondo,Taekwondo Men's Heavyweight,China,Gabon,Italy
2012,Taekwondo,Taekwondo Men's Welterweight,UK,Spain,Argentina
2012,Taekwondo,Taekwondo Women's Featherweight,France,China,UK
2012,Taekwondo,Taekwondo Women's Flyweight,Croatia,Spain,China
2012,Taekwondo,Taekwondo Women's Heavyweight,Mexico,France,Serbia
2012,Taekwondo,Taekwondo Women's Welterweight,Germany,Turkey,South Korea
2012,Tennis,Tennis Men's Doubles,France,France,USA
2012,Tennis,Tennis Men's Singles,Argentina,Switzerland,UK
2012,Tennis,Tennis Mixed Doubles,USA,UK,Belarus
2012,Tennis,Tennis Women's Doubles,Russia,Czech Republic,USA
2012,Tennis,Tennis Women's Singles,Belarus,Russia,USA
2012,Trampolining,Trampolining Men's Individual,China,Russia,China
2012,Trampolining,Trampolining Women's Individual,China,China,Canada
2012,Triathlon,Triathlon Men's Olympic Distance,UK,Spain,UK
2012,Triathlon,Triathlon Women's Olympic Distance,Australia,Sweden,Switzerland
2012,Volleyball,Volleyball Men's Volleyball,Italy,Brazil,Russia
2012,Volleyball,Volleyball Women's Volleyball,Japan,USA,Brazil
2012,Water Polo,Water Polo Men's Water Polo,Serbia,Italy,Croatia
2012,Water Polo,Water Polo Women's Water Polo,Australia,Spain,USA
2012,Weightlifting,Weightlifting Men's Bantamweight,Azerbaijan,China,North Korea
2012,Weightlifting,Weightlifting Men's Featherweight,Indonesia,Colombia,North Korea
2012,Weightlifting,Weightlifting Men's Heavyweight,Poland,Iran,Ukraine
2012,Weightlifting,Weightlifting Men's Light-Heavyweight,Iran,Russia,Poland
2012,Weightlifting,Weightlifting Men's Lightweight,Romania,Indonesia,China
2012,Weightlifting,Weightlifting Men's Middle-Heavyweight,Moldova,Russia,Kazakhstan
2012,Weightlifting,Weightlifting Men's Middleweight,Cuba,China,China
2012,Weightlifting,Weightlifting Men's Super-Heavyweight,Russia,Iran,Iran
2012,Weightlifting,Weightlifting Women's Featherweight,Moldova,Taiwan,Kazakhstan
2012,Weightlifting,Weightlifting Women's Flyweight,North Korea,Japan,China
2012,Weightlifting,Weightlifting Women's Heavyweight,Belarus,Russia,Kazakhstan
2012,Weightlifting,Weightlifting Women's Light-Heavyweight,Belarus,Romania,North Korea
2012,Weightlifting,Weightlifting Women's Lightweight,Ukraine,Thailand,China
2012,Weightlifting,Weightlifting Women's Middleweight,Canada,Russia,Kazakhstan
2012,Weightlifting,Weightlifting Women's Super-Heavyweight,Armenia,Russia,China
2012,Wrestling,"Wrestling Men's Featherweight, Freestyle",Japan,Georgia,Russia
2012,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Hungary,Azerbaijan,Iran
2012,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Azerbaijan,Ukraine,USA
2012,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Armenia,Russia,Iran
2012,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Georgia,Puerto Rico,Azerbaijan
2012,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Kazakhstan,Egypt,Russia
2012,Wrestling,"Wrestling Men's Lightweight, Freestyle",India,Russia,Azerbaijan
2012,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Japan,Georgia,Iran
2012,Wrestling,"Wrestling Men's Middleweight, Freestyle",Hungary,Iran,USA
2012,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Azerbaijan,Armenia,Russia
2012,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Iran,Georgia,Uzbekistan
2012,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Sweden,Estonia,Cuba
2012,Wrestling,"Wrestling Men's Welterweight, Freestyle",Cuba,India,Japan
2012,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",France,Hungary,South Korea
2012,Wrestling,"Wrestling Women's Flyweight, Freestyle",Canada,Azerbaijan,Japan
2012,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Spain,Bulgaria,Russia
2012,Wrestling,"Wrestling Women's Lightweight, Freestyle",Azerbaijan,Canada,Japan
2012,Wrestling,"Wrestling Women's Middleweight, Freestyle",Mongolia,China,Japan
2016,Archery,Archery Men's Individual,USA,France,South Korea
2016,Archery,Archery Men's Team,Australia,USA,South Korea
2016,Archery,Archery Women's Individual,South Korea,Germany,South Korea
2016,Archery,Archery Women's Team,Taiwan,Russia,South Korea
2016,Athletics,"Athletics Men's 1,500 metres",New Zealand,Algeria,USA
2016,Athletics,"Athletics Men's 10,000 metres",Ethiopia,Kenya,UK
2016,Athletics,Athletics Men's 100 metres,Canada,USA,Jamaica
2016,Athletics,Athletics Men's 110 metres Hurdles,France,Spain,Jamaica
2016,Athletics,Athletics Men's 20 kilometres Walk,Australia,China,China
2016,Athletics,Athletics Men's 200 metres,France,Canada,Jamaica
2016,Athletics,"Athletics Men's 3,000 metres Steeplechase",France,USA,Kenya
2016,Athletics,Athletics Men's 4 x 100 metres Relay,Canada,Japan,Jamaica
2016,Athletics,Athletics Men's 4 x 400 metres Relay,Bahamas,Jamaica,USA
2016,Athletics,Athletics Men's 400 metres,USA,Grenada,South Africa
2016,Athletics,Athletics Men's 400 metres Hurdles,Turkey,Kenya,USA
2016,Athletics,"Athletics Men's 5,000 metres",Ethiopia,USA,UK
2016,Athletics,Athletics Men's 50 kilometres Walk,Japan,Australia,Slovakia
2016,Athletics,Athletics Men's 800 metres,USA,Algeria,Kenya
2016,Athletics,Athletics Men's Decathlon,Canada,France,USA
2016,Athletics,Athletics Men's Discus Throw,Germany,Poland,Germany
2016,Athletics,Athletics Men's Hammer Throw,Poland,Belarus,Tajikistan
2016,Athletics,Athletics Men's High Jump,Ukraine,Qatar,Canada
2016,Athletics,Athletics Men's Javelin Throw,Trinidad,Kenya,Germany
2016,Athletics,Athletics Men's Long Jump,UK,South Africa,USA
2016,Athletics,Athletics Men's Marathon,USA,Ethiopia,Kenya
2016,Athletics,Athletics Men's Pole Vault,USA,France,Brazil
2016,Athletics,Athletics Men's Shot Put,New Zealand,USA,USA
2016,Athletics,Athletics Men's Triple Jump,China,USA,USA
2016,Athletics,"Athletics Women's 1,500 metres",USA,Ethiopia,Kenya
2016,Athletics,"Athletics Women's 10,000 metres",Ethiopia,Kenya,Ethiopia
2016,Athletics,Athletics Women's 100 metres,Jamaica,USA,Jamaica
2016,Athletics,Athletics Women's 100 metres Hurdles,USA,USA,USA
2016,Athletics,Athletics Women's 20 kilometres Walk,China,Mexico,China
2016,Athletics,Athletics Women's 200 metres,USA,Netherlands,Jamaica
2016,Athletics,"Athletics Women's 3,000 metres Steeplechase",USA,Kenya,Bahrain
2016,Athletics,Athletics Women's 4 x 100 metres Relay,UK,Jamaica,USA
2016,Athletics,Athletics Women's 4 x 400 metres Relay,UK,Jamaica,USA
2016,Athletics,Athletics Women's 400 metres,Jamaica,USA,Bahamas
2016,Athletics,Athletics Women's 400 metres Hurdles,USA,Denmark,USA
2016,Athletics,"Athletics Women's 5,000 metres",Ethiopia,Kenya,Kenya
2016,Athletics,Athletics Women's 800 metres,Kenya,Burundi,South Africa
2016,Athletics,Athletics Women's Discus Throw,Cuba,France,Croatia
2016,Athletics,Athletics Women's Hammer Throw,UK,China,Poland
2016,Athletics,Athletics Women's Heptathlon,Canada,UK,Belgium
2016,Athletics,Athletics Women's High Jump,Croatia,Bulgaria,Spain
2016,Athletics,Athletics Women's Javelin Throw,Czech Republic,South Africa,Croatia
2016,Athletics,Athletics Women's Long Jump,Serbia,USA,USA
2016,Athletics,Athletics Women's Marathon,Ethiopia,Bahrain,Kenya
2016,Athletics,Athletics Women's Pole Vault,New Zealand,USA,Greece
2016,Athletics,Athletics Women's Shot Put,Hungary,New Zealand,USA
2016,Athletics,Athletics Women's Triple Jump,Kazakhstan,Venezuela,Colombia
2016,Badminton,Badminton Men's Doubles,UK,Malaysia,China
2016,Badminton,Badminton Men's Singles,Denmark,Malaysia,China
2016,Badminton,Badminton Mixed Doubles,China,Malaysia,Indonesia
2016,Badminton,Badminton Women's Doubles,South Korea,Denmark,Japan
2016,Badminton,Badminton Women's Singles,Japan,India,Spain
2016,Basketball,Basketball Men's Basketball,Spain,Serbia,USA
2016,Basketball,Basketball Women's Basketball,Serbia,Spain,USA
2016,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Netherlands,Italy,Brazil
2016,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,USA,Brazil,Germany
2016,Boxing,Boxing Men's Bantamweight,Russia,USA,Cuba
2016,Boxing,Boxing Men's Flyweight,China,Data Missing,Uzbekistan
2016,Boxing,Boxing Men's Heavyweight,Cuba,Kazakhstan,Russia
2016,Boxing,Boxing Men's Light-Flyweight,Cuba,Colombia,Uzbekistan
2016,Boxing,Boxing Men's Light-Heavyweight,France,Kazakhstan,Cuba
2016,Boxing,Boxing Men's Light-Welterweight,Germany,Azerbaijan,Uzbekistan
2016,Boxing,Boxing Men's Lightweight,Cuba,France,Brazil
2016,Boxing,Boxing Men's Middleweight,Azerbaijan,Uzbekistan,Cuba
2016,Boxing,Boxing Men's Super-Heavyweight,Croatia,UK,France
2016,Boxing,Boxing Men's Welterweight,France,Uzbekistan,Kazakhstan
2016,Boxing,Boxing Women's Flyweight,China,France,UK
2016,Boxing,Boxing Women's Lightweight,Finland,China,France
2016,Boxing,Boxing Women's Middleweight,China,Netherlands,USA
2016,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Ukraine,Brazil,Germany
2016,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",France,UK,Slovakia
2016,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Russia,Brazil,Germany
2016,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Brazil,Azerbaijan,Ukraine
2016,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Japan,Slovakia,France
2016,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Australia,Serbia,Germany
2016,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Lithuania,UK,Spain
2016,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Czech Republic,Slovakia,Germany
2016,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Russia,Czech Republic,Spain
2016,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Spain,France,UK
2016,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Czech Republic,Slovenia,UK
2016,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Poland,Germany,Hungary
2016,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Belarus,Germany,Hungary
2016,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",Azerbaijan,Poland,New Zealand
2016,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",New Zealand,Denmark,Hungary
2016,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Australia,New Zealand,Spain
2016,Cycling,Cycling Men's BMX,Colombia,Netherlands,USA
2016,Cycling,Cycling Men's Individual Time Trial,UK,Netherlands,Switzerland
2016,Cycling,Cycling Men's Keirin,Malaysia,Netherlands,UK
2016,Cycling,"Cycling Men's Mountainbike, Cross-Country",Spain,Czech Republic,Switzerland
2016,Cycling,Cycling Men's Omnium,Denmark,UK,Italy
2016,Cycling,"Cycling Men's Road Race, Individual",Poland,Denmark,Belgium
2016,Cycling,Cycling Men's Sprint,Russia,UK,UK
2016,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Denmark,Australia,UK
2016,Cycling,Cycling Men's Team Sprint,France,New Zealand,UK
2016,Cycling,Cycling Women's BMX,Venezuela,USA,Colombia
2016,Cycling,Cycling Women's Individual Time Trial,Netherlands,Russia,USA
2016,Cycling,Cycling Women's Keirin,Australia,UK,Netherlands
2016,Cycling,"Cycling Women's Mountainbike, Cross-Country",Canada,Poland,Sweden
2016,Cycling,Cycling Women's Omnium,Belgium,USA,UK
2016,Cycling,"Cycling Women's Road Race, Individual",Italy,Sweden,Netherlands
2016,Cycling,Cycling Women's Sprint,UK,UK,Germany
2016,Cycling,Cycling Women's Team Pursuit,Canada,USA,UK
2016,Cycling,Cycling Women's Team Sprint,Germany,Russia,China
2016,Diving,Diving Men's Platform,USA,Mexico,China
2016,Diving,Diving Men's Springboard,Germany,UK,China
2016,Diving,Diving Men's Synchronized Platform,UK,USA,China
2016,Diving,Diving Men's Synchronized Springboard,China,USA,UK
2016,Diving,Diving Women's Platform,Canada,China,China
2016,Diving,Diving Women's Springboard,Italy,China,China
2016,Diving,Diving Women's Synchronized Platform,Canada,Malaysia,China
2016,Diving,Diving Women's Synchronized Springboard,Australia,Italy,China
2016,Equestrianism,"Equestrianism Mixed Dressage, Individual",Germany,Germany,UK
2016,Equestrianism,"Equestrianism Mixed Dressage, Team",USA,UK,Germany
2016,Equestrianism,"Equestrianism Mixed Jumping, Individual",Canada,Sweden,UK
2016,Equestrianism,"Equestrianism Mixed Jumping, Team",Germany,USA,France
2016,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",USA,France,Germany
2016,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Australia,Germany,France
2016,Fencing,"Fencing Men's Foil, Individual",Russia,USA,Italy
2016,Fencing,"Fencing Men's Foil, Team",USA,France,Russia
2016,Fencing,"Fencing Men's Sabre, Individual",South Korea,USA,Hungary
2016,Fencing,"Fencing Men's epee, Individual",France,Hungary,South Korea
2016,Fencing,"Fencing Men's epee, Team",Hungary,Italy,France
2016,Fencing,"Fencing Women's Foil, Individual",Tunisia,Italy,Russia
2016,Fencing,"Fencing Women's Sabre, Individual",Ukraine,Russia,Russia
2016,Fencing,"Fencing Women's Sabre, Team",USA,Ukraine,Russia
2016,Fencing,"Fencing Women's epee, Individual",China,Italy,Hungary
2016,Fencing,"Fencing Women's epee, Team",Russia,China,Romania
2016,Football,Football Men's Football,Nigeria,Germany,Brazil
2016,Football,Football Women's Football,Canada,Sweden,Germany
2016,Golf,Golf Men's Individual,USA,Sweden,UK
2016,Golf,Golf Women's Individual,China,New Zealand,South Korea
2016,Gymnastics,Gymnastics Men's Floor Exercise,Brazil,Brazil,UK
2016,Gymnastics,Gymnastics Men's Horizontal Bar,UK,USA,Germany
2016,Gymnastics,Gymnastics Men's Horse Vault,Japan,Russia,North Korea
2016,Gymnastics,Gymnastics Men's Individual All-Around,UK,Ukraine,Japan
2016,Gymnastics,Gymnastics Men's Parallel Bars,Russia,USA,Ukraine
2016,Gymnastics,Gymnastics Men's Pommelled Horse,USA,UK,UK
2016,Gymnastics,Gymnastics Men's Rings,Russia,Brazil,Greece
2016,Gymnastics,Gymnastics Men's Team All-Around,China,Russia,Japan
2016,Gymnastics,Gymnastics Women's Balance Beam,USA,USA,Netherlands
2016,Gymnastics,Gymnastics Women's Floor Exercise,UK,USA,USA
2016,Gymnastics,Gymnastics Women's Horse Vault,Switzerland,Russia,USA
2016,Gymnastics,Gymnastics Women's Individual All-Around,Russia,USA,USA
2016,Gymnastics,Gymnastics Women's Team All-Around,China,Russia,USA
2016,Gymnastics,Gymnastics Women's Uneven Bars,Germany,USA,Russia
2016,Handball,Handball Men's Handball,Germany,France,Denmark
2016,Handball,Handball Women's Handball,Norway,France,Russia
2016,Hockey,Hockey Men's Hockey,Germany,Belgium,Argentina
2016,Hockey,Hockey Women's Hockey,Germany,Netherlands,UK
2016,Judo,Judo Men's Extra-Lightweight,Japan,Kazakhstan,Russia
2016,Judo,Judo Men's Half-Heavyweight,France,Azerbaijan,Czech Republic
2016,Judo,Judo Men's Half-Lightweight,Japan,South Korea,Italy
2016,Judo,Judo Men's Half-Middleweight,Japan,USA,Russia
2016,Judo,Judo Men's Heavyweight,Brazil,Japan,France
2016,Judo,Judo Men's Lightweight,Belgium,Azerbaijan,Japan
2016,Judo,Judo Men's Middleweight,China,Georgia,Japan
2016,Judo,Judo Women's Extra-Lightweight,Japan,South Korea,Argentina
2016,Judo,Judo Women's Half-Heavyweight,Brazil,France,USA
2016,Judo,Judo Women's Half-Lightweight,Japan,Italy,Kosovo
2016,Judo,Judo Women's Half-Middleweight,Israel,France,Slovenia
2016,Judo,Judo Women's Heavyweight,China,Cuba,France
2016,Judo,Judo Women's Lightweight,Japan,Mongolia,Brazil
2016,Judo,Judo Women's Middleweight,UK,Colombia,Japan
2016,Modern Pentathlon,Modern Pentathlon Men's Individual,Mexico,Ukraine,Russia
2016,Modern Pentathlon,Modern Pentathlon Women's Individual,Poland,France,Australia
2016,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bulgaria,Spain,Russia
2016,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Ukraine,Russia,Russia
2016,Rowing,Rowing Men's Coxed Eights,Netherlands,Germany,UK
2016,Rowing,Rowing Men's Coxless Fours,Italy,Australia,UK
2016,Rowing,Rowing Men's Coxless Pairs,Italy,South Africa,New Zealand
2016,Rowing,Rowing Men's Double Sculls,Norway,Lithuania,Croatia
2016,Rowing,Rowing Men's Lightweight Coxless Fours,France,Denmark,Switzerland
2016,Rowing,Rowing Men's Lightweight Double Sculls,Norway,Ireland,France
2016,Rowing,Rowing Men's Quadruple Sculls,Estonia,Australia,Germany
2016,Rowing,Rowing Men's Single Sculls,Czech Republic,Croatia,New Zealand
2016,Rowing,Rowing Women's Coxed Eights,Romania,UK,USA
2016,Rowing,Rowing Women's Coxless Pairs,Denmark,New Zealand,UK
2016,Rowing,Rowing Women's Double Sculls,Lithuania,UK,Poland
2016,Rowing,Rowing Women's Lightweight Double Sculls,China,Canada,Netherlands
2016,Rowing,Rowing Women's Quadruple Sculls,Poland,Netherlands,Germany
2016,Rowing,Rowing Women's Single Sculls,China,USA,Australia
2016,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,South Africa,UK,Fiji
2016,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Canada,New Zealand,Australia
2016,Sailing,Sailing Men's One Person Dinghy,New Zealand,Croatia,Australia
2016,Sailing,Sailing Men's One Person Heavyweight Dinghy,USA,Slovenia,UK
2016,Sailing,Sailing Men's Skiff,Germany,Australia,New Zealand
2016,Sailing,Sailing Men's Two Person Dinghy,Greece,Australia,Croatia
2016,Sailing,Sailing Men's Windsurfer,France,UK,Netherlands
2016,Sailing,Sailing Mixed Multihull,Austria,Australia,Argentina
2016,Sailing,Sailing Women's One Person Dinghy,Denmark,Ireland,Netherlands
2016,Sailing,Sailing Women's Skiff,Denmark,New Zealand,Brazil
2016,Sailing,Sailing Women's Two Person Dinghy,France,New Zealand,UK
2016,Sailing,Sailing Women's Windsurfer,Russia,China,France
2016,Shooting,"Shooting Men's Air Pistol, 10 metres",China,Brazil,Vietnam
2016,Shooting,"Shooting Men's Air Rifle, 10 metres",Russia,Ukraine,Italy
2016,Shooting,Shooting Men's Double Trap,UK,Italy,Individual Olympic Athletes
2016,Shooting,"Shooting Men's Free Pistol, 50 metres",North Korea,Vietnam,South Korea
2016,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",China,France,Germany
2016,Shooting,Shooting Men's Skeet,Individual Olympic Athletes,Sweden,Italy
2016,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Russia,South Korea,Germany
2016,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",France,Russia,Italy
2016,Shooting,Shooting Men's Trap,UK,Italy,Croatia
2016,Shooting,"Shooting Women's Air Pistol, 10 metres",Greece,Russia,China
2016,Shooting,"Shooting Women's Air Rifle, 10 metres",China,China,USA
2016,Shooting,Shooting Women's Skeet,USA,Italy,Italy
2016,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",China,China,Germany
2016,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Switzerland,Germany,Greece
2016,Shooting,Shooting Women's Trap,USA,New Zealand,Australia
2016,Swimming,"Swimming Men's 1,500 metres Freestyle",Italy,USA,Italy
2016,Swimming,Swimming Men's 10 kilometres Open Water,France,Greece,Netherlands
